p,d,k,l
5163761969,10,1,6
5163777959,10,1,6
5165451149,10,1,6
5165809199,10,1,6
5166017429,10,1,6
5170125869,10,1,6
5170138049,10,1,6
5171883449,10,1,6
5173627499,10,1,6
5177212619,10,1,6
5190320699,10,1,6
5196778319,10,1,6
5197159949,10,1,6
5197305959,10,1,7
5198753849,10,1,6
5200800989,10,1,6
5200926749,10,1,7
5203387919,10,1,6
5208169649,10,1,7
5208244169,10,1,6
5211337259,10,1,6
5212416719,10,1,6
5214552929,10,1,6
5219893859,10,1,6
5220037769,10,1,6
5227765619,10,1,6
5227819769,10,1,6
5228038559,10,1,6
5229529499,10,1,6
5236235759,10,1,6
5239217969,10,1,6
5240092499,10,1,6
5240947529,10,1,6
5242483979,10,1,6
5242884659,10,1,6
5244651389,10,1,6
5246860799,10,1,6
5247381179,10,1,6
5249432459,10,1,6
5251181759,10,1,7
5252264999,10,1,6
5258310929,10,1,6
5259200939,10,1,6
5261308889,10,1,6
5265428039,10,1,6
5266215329,10,1,6
5270567699,10,1,6
5271108569,10,1,6
5274896309,10,1,6
5281554059,10,1,6
5284260659,10,1,6
5294372879,10,1,6
5298743399,10,1,6
5299817669,10,1,6
5300777459,10,1,6
5303439299,10,1,6
5304087389,10,1,6
5308483049,10,1,6
5312640059,10,1,7
5318567279,10,1,6
5319389219,10,1,6
5321618699,10,1,6
5323638059,10,1,7
5323839929,10,1,6
5325312389,10,1,7
5327437259,10,1,6
5328893789,10,1,6
5329213559,10,1,6
5329215929,10,1,6
5330468219,10,1,6
5333822729,10,1,6
5334339869,10,1,6
5338515629,10,1,6
5338982609,10,1,6
5340271379,10,1,6
5341805459,10,1,6
5342451869,10,1,6
5344780019,10,1,6
5351491199,10,1,6
5354975429,10,1,6
5355498419,10,1,6
5355680069,10,1,7
5359976159,10,1,7
5362276589,10,1,7
5362486799,10,1,6
5363499299,10,1,6
5369307269,10,1,6
5377805759,10,1,6
5383476179,10,1,6
5392668269,10,1,6
5396221079,10,1,6
5396905499,10,1,6
5401371029,10,1,7
5402654819,10,1,7
5403223649,10,1,6
5404664459,10,1,6
5404991129,10,1,6
5405894519,10,1,6
5411334059,10,1,6
5412068639,10,1,6
5414159909,10,1,6
5417871059,10,1,6
5420457629,10,1,6
5422036619,10,1,6
5425793699,10,1,7
5429802359,10,1,6
5433585719,10,1,6
5434830389,10,1,6
5434926149,10,1,6
5436219359,10,1,8
5436667679,10,1,6
5438963819,10,1,6
5444904329,10,1,7
5445228779,10,1,6
5447176079,10,1,6
5447898719,10,1,6
5453669939,10,1,7
5455729949,10,1,6
5458578179,10,1,6
5459509199,10,1,6
5460028289,10,1,6
5462631929,10,1,6
5464366079,10,1,6
5464539989,10,1,6
5466489989,10,1,6
5467503689,10,1,6
5467903979,10,1,7
5472608789,10,1,6
5475377339,10,1,6
5475646829,10,1,6
5484337679,10,1,6
5484760559,10,1,7
5486374259,10,1,7
5486871389,10,1,6
5488853759,10,1,6
5491661369,10,1,7
5492146949,10,1,6
5492166629,10,1,6
5497336079,10,1,6
5500299929,10,1,6
5502086879,10,1,6
5505625019,10,1,6
5508303089,10,1,6
5512619999,10,1,6
5512662929,10,1,6
5514434489,10,1,6
5518904669,10,1,6
5519298539,10,1,6
5520056219,10,1,6
5520640319,10,1,6
5525957309,10,1,6
5527889729,10,1,6
5532502229,10,1,6
5536549979,10,1,6
5537338679,10,1,6
5538254699,10,1,6
5544702239,10,1,6
5547094919,10,1,6
5547451649,10,1,6
5548069889,10,1,6
5554696019,10,1,6
5560288229,10,1,6
5560369649,10,1,6
5569999139,10,1,6
5570345279,10,1,6
5573139059,10,1,6
5578103369,10,1,6
5579203499,10,1,6
5580792089,10,1,6
5582165579,10,1,6
5585553299,10,1,7
5586642989,10,1,6
5588046749,10,1,7
5592778469,10,1,6
5595764549,10,1,6
5598292949,10,1,7
5600123489,10,1,6
5602619579,10,1,6
5603588759,10,1,6
5605148849,10,1,6
5605330589,10,1,6
5614287719,10,1,7
5622425849,10,1,7
5624836229,10,1,6
5627038589,10,1,6
5627077199,10,1,7
5628010469,10,1,6
5628494939,10,1,6
5639023679,10,1,6
5639693729,10,1,6
5640894599,10,1,6
5643356759,10,1,6
5644656449,10,1,6
5649910559,10,1,6
5651920259,10,1,6
5655434069,10,1,7
5660041559,10,1,6
5667344489,10,1,6
5671057949,10,1,6
5676072329,10,1,6
5682210029,10,1,7
5683154489,10,1,8
5686028459,10,1,6
5686506929,10,1,6
5687872139,10,1,6
5698111019,10,1,6
5699419109,10,1,6
5708130209,10,1,6
5712626429,10,1,6
5713479809,10,1,6
5713652999,10,1,6
5720248379,10,1,6
5722411559,10,1,6
5723464619,10,1,6
5724979679,10,1,6
5725178639,10,1,6
5728518539,10,1,7
5728556969,10,1,6
5732618789,10,1,6
5735670029,10,1,6
5736371219,10,1,6
5740333199,10,1,6
5742916169,10,1,6
5744849969,10,1,6
5745459809,10,1,6
5746461299,10,1,6
5753383859,10,1,6
5759054429,10,1,6
5759568959,10,1,6
5765700779,10,1,7
5766288659,10,1,6
5767445819,10,1,6
5772075299,10,1,6
5781063839,10,1,7
5786345459,10,1,6
5789128469,10,1,6
5794727759,10,1,6
5798121839,10,1,6
5799320669,10,1,6
5803989179,10,1,6
5804063459,10,1,7
5806320389,10,1,6
5807489819,10,1,6
5809436189,10,1,6
5810323199,10,1,7
5811638429,10,1,6
5812207679,10,1,6
5812548389,10,1,6
5814561479,10,1,6
5816025959,10,1,6
5820717299,10,1,6
5821463009,10,1,6
5823226889,10,1,6
5828582759,10,1,6
5831578169,10,1,6
5836620899,10,1,6
5840858099,10,1,6
5842330289,10,1,6
5847624599,10,1,6
5857274009,10,1,6
5858436959,10,1,6
5862687119,10,1,6
5862828899,10,1,6
5864968289,10,1,6
5868496349,10,1,6
5870423519,10,1,6
5872179119,10,1,6
5875830209,10,1,6
5878787669,10,1,6
5888324339,10,1,6
5888893589,10,1,6
5892053309,10,1,6
5892417689,10,1,6
5896658849,10,1,6
5897496989,10,1,6
5897976839,10,1,6
5902488659,10,1,6
5904744509,10,1,6
5905773719,10,1,7
5906120639,10,1,6
5916553589,10,1,6
5935760249,10,1,8
5936148749,10,1,6
5936363579,10,1,6
5937817079,10,1,6
5938793249,10,1,6
5946173729,10,1,6
5947262729,10,1,6
5947721189,10,1,6
5952543329,10,1,6
5953927019,10,1,6
5954703809,10,1,6
5955286979,10,1,6
5955886379,10,1,6
5957539859,10,1,6
5967290369,10,1,6
5969161109,10,1,6
5970450449,10,1,6
5974453319,10,1,6
5983533359,10,1,6
5988037859,10,1,6
5989128599,10,1,6
5990167769,10,1,6
5990383739,10,1,6
5992342619,10,1,6
5995003769,10,1,6
5996207909,10,1,7
5996285969,10,1,6
5997112769,10,1,6
5998716989,10,1,6
5999295899,10,1,6
6000723719,10,1,6
6001742399,10,1,6
6002005349,10,1,6
6004335539,10,1,6
6006046619,10,1,6
6006553139,10,1,6
6010248479,10,1,6
6015600449,10,1,6
6015989279,10,1,6
6016770239,10,1,6
6018862259,10,1,6
6033308579,10,1,7
6036922169,10,1,7
6038695109,10,1,6
6041550269,10,1,6
6042537269,10,1,6
6046190399,10,1,6
6051957629,10,1,6
6052619129,10,1,6
6052949489,10,1,6
6053198309,10,1,6
6055500029,10,1,6
6057449309,10,1,6
6059947739,10,1,6
6060111929,10,1,6
6064097339,10,1,6
6064537079,10,1,6
6067032269,10,1,6
6067524899,10,1,7
6067619249,10,1,6
6073970459,10,1,6
6091612889,10,1,6
6093205799,10,1,6
6095946959,10,1,6
6097566599,10,1,6
6099756809,10,1,7
6103489109,10,1,6
6111512399,10,1,7
6112833299,10,1,6
6118456139,10,1,6
6121427729,10,1,6
6123364679,10,1,6
6124226789,10,1,6
6127598909,10,1,6
6129800849,10,1,7
6130602389,10,1,7
6134082299,10,1,6
6138861329,10,1,7
6139677809,10,1,6
6141629339,10,1,7
6151280699,10,1,6
6152230949,10,1,6
6159398699,10,1,6
6160033469,10,1,6
6162135929,10,1,6
6163344749,10,1,6
6165284249,10,1,6
6165418769,10,1,6
6170374709,10,1,6
6172268549,10,1,6
6180272009,10,1,6
6182025329,10,1,6
6186753719,10,1,6
6190685909,10,1,7
6198714419,10,1,6
6204076409,10,1,6
6205218359,10,1,6
6212841389,10,1,6
6212983349,10,1,6
6214163699,10,1,6
6217409279,10,1,6
6218932019,10,1,6
6222506159,10,1,6
6227760089,10,1,7
6229652249,10,1,6
6233798699,10,1,6
6237655799,10,1,6
6237874589,10,1,6
6249621509,10,1,7
6261060629,10,1,6
6262636469,10,1,6
6263033069,10,1,6
6266730419,10,1,6
6268748309,10,1,6
6268751789,10,1,8
6271217399,10,1,6
6280177889,10,1,6
6286618319,10,1,7
6287531759,10,1,6
6289994729,10,1,6
6291173489,10,1,6
6295000199,10,1,6
6295301429,10,1,7
6298033019,10,1,6
6298191629,10,1,6
6298633109,10,1,6
6303492059,10,1,6
6305618909,10,1,6
6307831619,10,1,6
6308209109,10,1,6
6309650339,10,1,6
6311411369,10,1,6
6325559879,10,1,6
6326724389,10,1,6
6329276099,10,1,6
6330006269,10,1,6
6331196909,10,1,6
6335227889,10,1,6
6337919639,10,1,7
6350390699,10,1,6
6350780099,10,1,6
6351977279,10,1,6
6352758479,10,1,6
6352776539,10,1,7
6353796929,10,1,6
6356334359,10,1,6
6357050699,10,1,6
6366454799,10,1,8
6369563699,10,1,6
6370530269,10,1,6
6370953629,10,1,6
6373160159,10,1,6
6375640259,10,1,6
6378583229,10,1,6
6391539389,10,1,6
6393764519,10,1,6
6395608559,10,1,6
6406075499,10,1,6
6410369219,10,1,6
6412417499,10,1,6
6420014729,10,1,6
6422554739,10,1,6
6437085029,10,1,6
6441283889,10,1,6
6441465419,10,1,6
6441945509,10,1,6
6446790989,10,1,6
6452936909,10,1,6
6456365369,10,1,6
6461426129,10,1,6
6461443949,10,1,6
6464810069,10,1,6
6465135779,10,1,6
6466114799,10,1,6
6467604509,10,1,6
6473806679,10,1,6
6475651769,10,1,6
6478100309,10,1,6
6478771889,10,1,7
6481324799,10,1,6
6485561969,10,1,7
6485982449,10,1,6
6487141079,10,1,6
6488393399,10,1,6
6491542619,10,1,6
6496879979,10,1,6
6497756129,10,1,7
6498603389,10,1,7
6507483929,10,1,6
6512663519,10,1,6
6512981729,10,1,6
6513374039,10,1,7
6513636539,10,1,6
6518558339,10,1,6
6520314299,10,1,6
6520726799,10,1,6
6523434119,10,1,6
6525744059,10,1,6
6532707719,10,1,6
6533966849,10,1,7
6537039329,10,1,6
6538662239,10,1,7
6542764139,10,1,6
6546646979,10,1,6
6555673829,10,1,6
6558092399,10,1,6
6558174509,10,1,6
6563063519,10,1,6
6563556869,10,1,6
6565179479,10,1,6
6570258749,10,1,6
6570463409,10,1,6
6573252509,10,1,6
6573498209,10,1,6
6574477649,10,1,6
6576955139,10,1,6
6583181729,10,1,6
6592047179,10,1,6
6592555379,10,1,6
6594843149,10,1,6
6596198909,10,1,7
6596958449,10,1,6
6597911609,10,1,7
6598460399,10,1,6
6599381609,10,1,6
6601117079,10,1,6
6602616929,10,1,6
6604500299,10,1,6
6604933169,10,1,6
6608749319,10,1,6
6610847189,10,1,6
6612254249,10,1,6
6614014139,10,1,6
6614083919,10,1,6
6615645719,10,1,8
6618160589,10,1,6
6619342319,10,1,7
6620615129,10,1,6
6621237509,10,1,7
6621278459,10,1,6
6623245229,10,1,7
6626794439,10,1,6
6626944559,10,1,6
6628815989,10,1,6
6629060549,10,1,6
6638064269,10,1,6
6638675189,10,1,6
6641097059,10,1,6
6644532599,10,1,6
6645398099,10,1,7
6647242319,10,1,7
6653908979,10,1,6
6655299809,10,1,6
6660729329,10,1,6
6662508929,10,1,6
6663686759,10,1,6
6664745099,10,1,6
6669510719,10,1,6
6669523439,10,1,6
6671656709,10,1,6
6672719849,10,1,6
6678804659,10,1,6
6680576789,10,1,6
6680655389,10,1,6
6683388119,10,1,6
6691250789,10,1,6
6691569719,10,1,6
6696814829,10,1,6
6697682009,10,1,7
6704643749,10,1,6
6719881079,10,1,6
6720908219,10,1,6
6723766919,10,1,7
6725026859,10,1,6
6725060939,10,1,6
6725158529,10,1,6
6733457309,10,1,7
6733465559,10,1,6
6739090889,10,1,6
6741016259,10,1,6
6748277759,10,1,7
6751812629,10,1,6
6758746019,10,1,7
6759553049,10,1,6
6762827969,10,1,7
6765003809,10,1,6
6766044179,10,1,6
6766410419,10,1,6
6767602739,10,1,6
6771502379,10,1,6
6781475279,10,1,6
6787685189,10,1,6
6790798769,10,1,6
6794490149,10,1,6
6795070259,10,1,6
6795676529,10,1,6
6801168719,10,1,6
6802882529,10,1,6
6804111029,10,1,6
6804474359,10,1,7
6806668439,10,1,6
6807099779,10,1,6
6807364409,10,1,6
6809023079,10,1,6
6809680439,10,1,6
6812219129,10,1,7
6813120269,10,1,6
6817878629,10,1,7
6819628919,10,1,6
6822048119,10,1,6
6827755799,10,1,6
6830475629,10,1,6
6831377369,10,1,6
6831868889,10,1,7
6833251289,10,1,6
6834003749,10,1,6
6835775519,10,1,6
6837242939,10,1,6
6845128799,10,1,6
6849868829,10,1,6
6851337089,10,1,6
6855817019,10,1,6
6862887749,10,1,6
6865749179,10,1,7
6869687969,10,1,6
6871164689,10,1,6
6876533459,10,1,6
6877591229,10,1,7
6877695089,10,1,6
6878400059,10,1,6
6880433039,10,1,7
6881889809,10,1,6
6884657189,10,1,7
6888252779,10,1,7
6888591659,10,1,6
6889334489,10,1,6
6890023229,10,1,6
6892274729,10,1,6
6892884959,10,1,6
6898111799,10,1,6
6900177269,10,1,6
6903617849,10,1,6
6903825479,10,1,6
6905574779,10,1,6
6907350959,10,1,6
6912266639,10,1,6
6917339249,10,1,6
6918552029,10,1,6
6918990899,10,1,6
6919876679,10,1,7
6920939699,10,1,6
6924440669,10,1,6
6928732199,10,1,6
6930892079,10,1,6
6932647259,10,1,6
6939297119,10,1,6
6942464489,10,1,6
6946202729,10,1,6
6947093099,10,1,6
6947544839,10,1,6
6948274139,10,1,6
6950115239,10,1,6
6950546129,10,1,6
6951817469,10,1,7
6955031579,10,1,6
6958280009,10,1,6
6961557929,10,1,7
6967497899,10,1,6
6970899899,10,1,6
6973038659,10,1,6
6980652209,10,1,6
6980913449,10,1,6
6988260689,10,1,6
6989424509,10,1,6
7006375199,10,1,6
7007294579,10,1,6
7007983019,10,1,6
7010564549,10,1,6
7011434099,10,1,7
7014162959,10,1,6
7014636179,10,1,6
7014799769,10,1,7
7018506749,10,1,6
7019810849,10,1,6
7021533479,10,1,6
7026070949,10,1,6
7028735069,10,1,6
7028775989,10,1,6
7034429219,10,1,6
7041838169,10,1,6
7045016549,10,1,6
7052096729,10,1,6
7054799819,10,1,7
7055864489,10,1,6
7058510639,10,1,6
7065824729,10,1,6
7065896399,10,1,6
7066097609,10,1,7
7066481459,10,1,6
7069142369,10,1,6
7069443539,10,1,6
7075250579,10,1,7
7075522589,10,1,6
7081614539,10,1,6
7083482669,10,1,6
7083499229,10,1,6
7086215819,10,1,6
7087416779,10,1,6
7090265219,10,1,6
7094210969,10,1,7
7095358139,10,1,6
7096781369,10,1,7
7101102539,10,1,6
7102386569,10,1,6
7102976789,10,1,6
7108790219,10,1,6
7109879879,10,1,6
7112749139,10,1,6
7113015209,10,1,6
7115584919,10,1,6
7125744449,10,1,6
7127398409,10,1,6
7133216339,10,1,6
7135625369,10,1,6
7139651069,10,1,6
7141070669,10,1,6
7145498609,10,1,7
7147050419,10,1,6
7149475769,10,1,6
7150114649,10,1,6
7150995569,10,1,6
7152965909,10,1,6
7157473469,10,1,6
7157969639,10,1,6
7158697109,10,1,6
7164141359,10,1,6
7168383779,10,1,6
7172178599,10,1,7
7176888269,10,1,6
7181358449,10,1,7
7181545859,10,1,6
7185333299,10,1,6
7187191289,10,1,6
7189190999,10,1,6
7189747949,10,1,6
7192048889,10,1,6
7194860999,10,1,6
7196371109,10,1,6
7201221389,10,1,6
7211937329,10,1,6
7212900839,10,1,7
7218092699,10,1,6
7218230429,10,1,6
7221054089,10,1,6
7221935489,10,1,6
7223097179,10,1,6
7228555619,10,1,6
7230201659,10,1,6
7231342199,10,1,6
7240120799,10,1,6
7241288339,10,1,8
7241867999,10,1,7
7247457089,10,1,6
7248254969,10,1,6
7252981559,10,1,6
7253790779,10,1,6
7256968679,10,1,6
7257086129,10,1,6
7258521359,10,1,6
7261276469,10,1,7
7266395429,10,1,6
7267572839,10,1,6
7268363909,10,1,6
7269536069,10,1,6
7280603579,10,1,6
7282064789,10,1,6
7287984839,10,1,6
7289698679,10,1,6
7290623759,10,1,7
7292708789,10,1,6
7300083209,10,1,6
7300537379,10,1,6
7302513749,10,1,6
7305566249,10,1,6
7307388359,10,1,6
7309841069,10,1,6
7310978429,10,1,6
7311047879,10,1,6
7317174239,10,1,6
7317911099,10,1,6
7318293929,10,1,6
7318483979,10,1,6
7320356759,10,1,6
7322820209,10,1,6
7322939759,10,1,6
7323311819,10,1,6
7323816749,10,1,6
7324496909,10,1,6
7325014709,10,1,6
7326133649,10,1,6
7327828559,10,1,6
7328895839,10,1,7
7329205379,10,1,6
7329892859,10,1,6
7330240559,10,1,6
7337498699,10,1,6
7344850589,10,1,6
7348820159,10,1,7
7355476259,10,1,7
7355630729,10,1,6
7356564779,10,1,6
7359113249,10,1,6
7360118729,10,1,6
7367520029,10,1,6
7368109709,10,1,6
7368110159,10,1,6
7368191819,10,1,6
7376706479,10,1,6
7381668089,10,1,6
7387829129,10,1,7
7389194369,10,1,6
7391414939,10,1,7
7395570779,10,1,7
7395664379,10,1,6
7396062659,10,1,6
7396854359,10,1,6
7397465849,10,1,6
7397821919,10,1,6
7399204649,10,1,6
7402191089,10,1,6
7402847519,10,1,7
7404931559,10,1,6
7412784719,10,1,6
7427151659,10,1,6
7427536799,10,1,6
7431794789,10,1,7
7435172939,10,1,6
7439501249,10,1,6
7439963039,10,1,7
7441025129,10,1,6
7448313269,10,1,6
7450473029,10,1,6
7450891229,10,1,6
7452258179,10,1,6
7452272189,10,1,6
7453005149,10,1,7
7463631299,10,1,6
7470654209,10,1,7
7472431259,10,1,7
7485816029,10,1,6
7492300199,10,1,6
7494739979,10,1,6
7494775559,10,1,6
7494921719,10,1,6
7499690729,10,1,6
7504377899,10,1,7
7508132279,10,1,6
7510577909,10,1,6
7519225979,10,1,6
7519650269,10,1,6
7522551479,10,1,6
7522598669,10,1,6
7524530969,10,1,6
7526971379,10,1,6
7529429549,10,1,6
7532600879,10,1,6
7532728019,10,1,6
7539242699,10,1,7
7541461799,10,1,6
7541487539,10,1,7
7541983019,10,1,6
7545582749,10,1,6
7547698289,10,1,6
7552903889,10,1,6
7553455649,10,1,6
7554320759,10,1,6
7555543559,10,1,7
7555983629,10,1,6
7557570659,10,1,7
7557731039,10,1,6
7558156829,10,1,6
7562002559,10,1,6
7562502509,10,1,6
7569836069,10,1,6
7571472899,10,1,6
7573689449,10,1,6
7578399359,10,1,6
7595230589,10,1,6
7597682159,10,1,6
7602775679,10,1,6
7606886429,10,1,9
7611242459,10,1,6
7613460119,10,1,6
7614434939,10,1,6
7621704599,10,1,6
7622852669,10,1,6
7623046919,10,1,6
7623158909,10,1,6
7628164529,10,1,6
7630719749,10,1,6
7633231169,10,1,6
7636392899,10,1,6
7650657719,10,1,6
7651204469,10,1,6
7651232579,10,1,6
7653771269,10,1,6
7660132979,10,1,6
7665345599,10,1,6
7665923459,10,1,6
7667289299,10,1,6
7668605999,10,1,6
7669425119,10,1,6
7673597909,10,1,6
7676843519,10,1,6
7680793889,10,1,7
7680809789,10,1,6
7681347659,10,1,6
7692608879,10,1,6
7692661709,10,1,7
7693178849,10,1,6
7694386289,10,1,6
7694916959,10,1,6
7695285029,10,1,6
7701498599,10,1,6
7708715279,10,1,6
7711863749,10,1,7
7714895459,10,1,6
7716101339,10,1,6
7716252809,10,1,6
7719122819,10,1,6
7721828489,10,1,6
7725843869,10,1,6
7732836599,10,1,6
7733458619,10,1,6
7738017929,10,1,6
7739415149,10,1,6
7746803819,10,1,6
7747117949,10,1,6
7747688549,10,1,6
7749580799,10,1,6
7750009259,10,1,7
7750772759,10,1,6
7753151669,10,1,7
7755826679,10,1,6
7755909149,10,1,9
7761962339,10,1,6
7764748889,10,1,7
7765448549,10,1,7
7766153189,10,1,6
7766999819,10,1,6
7768031039,10,1,6
7769123339,10,1,6
7770366869,10,1,6
7772913059,10,1,7
7774724159,10,1,6
7776545069,10,1,6
7778454119,10,1,6
7779591689,10,1,6
7783531559,10,1,6
7783706789,10,1,6
7784001119,10,1,6
7785296069,10,1,6
7785552059,10,1,7
7788466349,10,1,6
7789589369,10,1,6
7790418899,10,1,6
7793210879,10,1,6
7801117559,10,1,6
7801223519,10,1,6
7801451219,10,1,7
7803625559,10,1,6
7804742399,10,1,7
7812263279,10,1,6
7812627239,10,1,6
7818173729,10,1,7
7820934659,10,1,6
7828481789,10,1,6
7831117319,10,1,6
7831155749,10,1,6
7831924049,10,1,6
7833125039,10,1,6
7833301139,10,1,6
7843898099,10,1,6
7850704349,10,1,6
7850944379,10,1,6
7853575979,10,1,7
7856446379,10,1,6
7856850299,10,1,6
7866454889,10,1,6
7867650809,10,1,6
7870392119,10,1,7
7871461679,10,1,6
7876543019,10,1,6
7880477399,10,1,7
7880850179,10,1,6
7881900899,10,1,6
7882927859,10,1,6
7888705169,10,1,6
7893102359,10,1,8
7895028959,10,1,6
7895076929,10,1,6
7900731389,10,1,6
7907856179,10,1,6
7908258629,10,1,6
7909239209,10,1,8
7912250639,10,1,6
7913876879,10,1,6
7915226309,10,1,7
7918722299,10,1,6
7925957339,10,1,6
7934594939,10,1,6
7941501209,10,1,6
7945488059,10,1,6
7948254599,10,1,6
7948318979,10,1,6
7951107149,10,1,6
7953134489,10,1,6
7954251359,10,1,6
7958562149,10,1,6
7963113839,10,1,6
7963919459,10,1,7
7965892799,10,1,6
7967232599,10,1,6
7970383259,10,1,6
7971784589,10,1,6
7972937009,10,1,6
7974043439,10,1,6
7975498109,10,1,6
7975718609,10,1,6
7979186879,10,1,6
7983149129,10,1,6
7983978449,10,1,6
7986156449,10,1,6
7986432299,10,1,6
7986689549,10,1,6
7987217789,10,1,6
7987310609,10,1,6
7988272109,10,1,6
7988560799,10,1,6
7993489769,10,1,6
7996377569,10,1,6
7999060409,10,1,6
7999404299,10,1,7
7999954559,10,1,6
8001262859,10,1,7
8015227469,10,1,6
8017623599,10,1,6
8021257529,10,1,6
8021696489,10,1,6
8023954019,10,1,6
8024457299,10,1,8
8025945569,10,1,6
8026602719,10,1,6
8029561019,10,1,6
8034183719,10,1,6
8039408549,10,1,6
8041786829,10,1,6
8043975809,10,1,7
8045582669,10,1,6
8046541649,10,1,7
8047369199,10,1,6
8051915939,10,1,6
8052649799,10,1,6
8058929009,10,1,6
8060983319,10,1,6
8061693149,10,1,6
8062782599,10,1,6
8068179299,10,1,6
8080380419,10,1,6
8085360779,10,1,6
8085701909,10,1,7
8085830339,10,1,6
8087663819,10,1,6
8094069059,10,1,6
8094551849,10,1,7
8097079979,10,1,6
8099605649,10,1,6
8100803129,10,1,6
8105013569,10,1,6
8108892689,10,1,6
8110590599,10,1,6
8110929929,10,1,6
8119463879,10,1,7
8120713589,10,1,6
8121913799,10,1,7
8125543199,10,1,6
8125744799,10,1,6
8127390179,10,1,6
8131323449,10,1,7
8131600349,10,1,6
8134037729,10,1,6
8135065049,10,1,6
8137782209,10,1,6
8142045449,10,1,7
8142671189,10,1,6
8147201129,10,1,6
8158642889,10,1,6
8164581989,10,1,6
8166089909,10,1,6
8166275759,10,1,6
8169342899,10,1,7
8169754409,10,1,6
8176599269,10,1,7
8184127229,10,1,6
8184132179,10,1,6
8186522189,10,1,6
8188241549,10,1,6
8189704109,10,1,6
8190574289,10,1,6
8192539109,10,1,6
8193449969,10,1,6
8194521389,10,1,7
8195767829,10,1,6
8199947009,10,1,6
8200973639,10,1,6
8208846869,10,1,6
8210999669,10,1,6
8214622859,10,1,6
8215677209,10,1,6
8219832389,10,1,6
8219966459,10,1,7
8223920759,10,1,6
8231262629,10,1,6
8232657899,10,1,6
8234808509,10,1,6
8236387499,10,1,7
8239726619,10,1,6
8242012769,10,1,6
8242318919,10,1,6
8242983929,10,1,6
8246922149,10,1,6
8248813169,10,1,6
8252493239,10,1,6
8252512799,10,1,6
8260661999,10,1,6
8263474559,10,1,6
8264807129,10,1,7
8265524279,10,1,6
8268138449,10,1,6
8273937569,10,1,6
8276099369,10,1,6
8276979209,10,1,6
8277661289,10,1,6
8283963329,10,1,6
8289169439,10,1,6
8296145219,10,1,6
8297246939,10,1,6
8297808479,10,1,6
8297887379,10,1,6
8302940099,10,1,7
8310132689,10,1,6
8311633439,10,1,6
8311898489,10,1,6
8315984249,10,1,6
8317194029,10,1,6
8318707409,10,1,6
8320792589,10,1,6
8323590329,10,1,6
8324917589,10,1,6
8332545899,10,1,6
8338295159,10,1,6
8340241499,10,1,6
8346201329,10,1,6
8346201359,10,1,7
8347565669,10,1,6
8349197849,10,1,7
8361072059,10,1,6
8361472109,10,1,7
8363093729,10,1,6
8375856449,10,1,6
8377654409,10,1,6
8384287979,10,1,6
8384933129,10,1,6
8385443639,10,1,6
8387473049,10,1,6
8388103079,10,1,6
8392552079,10,1,6
8395110989,10,1,6
8395463729,10,1,6
8398903109,10,1,6
8416423139,10,1,6
8417670029,10,1,6
8420891009,10,1,6
8421731849,10,1,6
8426705429,10,1,6
8429957279,10,1,6
8430503489,10,1,6
8434396469,10,1,6
8434776569,10,1,6
8443609199,10,1,7
8445270269,10,1,7
8447004389,10,1,6
8448139439,10,1,6
8452786379,10,1,6
8453945609,10,1,6
8461143989,10,1,6
8461776269,10,1,6
8462767199,10,1,6
8464426739,10,1,6
8464725749,10,1,6
8466362279,10,1,6
8472424799,10,1,6
8475095669,10,1,6
8495409809,10,1,7
8503329539,10,1,6
8503890779,10,1,7
8504737889,10,1,6
8506556039,10,1,6
8512290959,10,1,6
8518071209,10,1,6
8523421559,10,1,6
8524310549,10,1,6
8524525739,10,1,6
8525568179,10,1,6
8529526199,10,1,6
8530242629,10,1,6
8533960139,10,1,6
8534693159,10,1,6
8538069629,10,1,6
8544099149,10,1,6
8545288679,10,1,6
8545460879,10,1,6
8546068169,10,1,6
8547951389,10,1,6
8551059659,10,1,6
8555569469,10,1,6
8558554709,10,1,8
8564369279,10,1,6
8568529559,10,1,7
8569844639,10,1,6
8573112329,10,1,6
8585978939,10,1,7
8587140629,10,1,6
8593311719,10,1,6
8594501369,10,1,6
8597035619,10,1,6
8600503319,10,1,6
8602010519,10,1,6
8603888099,10,1,6
8604319859,10,1,6
8605598819,10,1,6
8606182379,10,1,6
8607134309,10,1,6
8607862589,10,1,6
8609433419,10,1,6
8610358859,10,1,6
8613937919,10,1,6
