p,d,k,l
2124830069,10,1,6
2126486399,10,1,6
2127617309,10,1,6
2129442989,10,1,6
2132002679,10,1,6
2134507499,10,1,6
2137010129,10,1,6
2139974939,10,1,6
2140918289,10,1,6
2146662629,10,1,6
2149771859,10,1,6
2149914779,10,1,6
2160470759,10,1,6
2162724359,10,1,6
2170364459,10,1,7
2172076199,10,1,6
2173391609,10,1,6
2173854569,10,1,6
2173866749,10,1,6
2173885949,10,1,6
2174108669,10,1,6
2176389269,10,1,6
2176741439,10,1,6
2182530569,10,1,6
2183633849,10,1,6
2185617569,10,1,6
2186085389,10,1,6
2191786169,10,1,6
2197046339,10,1,6
2206014029,10,1,6
2206044089,10,1,6
2212164749,10,1,6
2221473629,10,1,6
2221883129,10,1,6
2222650019,10,1,6
2227648229,10,1,6
2227775219,10,1,6
2230727459,10,1,6
2233611119,10,1,6
2234164349,10,1,6
2241980129,10,1,6
2243852189,10,1,6
2244356459,10,1,6
2245663709,10,1,6
2246592479,10,1,6
2247543209,10,1,6
2249008409,10,1,6
2249059619,10,1,6
2251437239,10,1,6
2252008439,10,1,7
2253240659,10,1,6
2253278129,10,1,6
2264063729,10,1,6
2264128859,10,1,6
2265027659,10,1,6
2266436069,10,1,6
2269152689,10,1,6
2270291519,10,1,8
2272354949,10,1,6
2274251159,10,1,6
2275911419,10,1,6
2279766479,10,1,6
2281082789,10,1,6
2282642039,10,1,6
2286063509,10,1,6
2287295429,10,1,6
2288445569,10,1,6
2292262919,10,1,6
2293458269,10,1,6
2294542829,10,1,6
2295602489,10,1,6
2299856519,10,1,6
2303691899,10,1,6
2303792129,10,1,6
2305593929,10,1,7
2309496929,10,1,6
2310857099,10,1,6
2312696489,10,1,6
2315744969,10,1,6
2316672959,10,1,7
2316812279,10,1,7
2321023499,10,1,6
2321103539,10,1,6
2321233199,10,1,6
2322294869,10,1,6
2335602779,10,1,6
2337730589,10,1,6
2341025129,10,1,6
2344601219,10,1,6
2344686719,10,1,6
2347115789,10,1,7
2350201349,10,1,6
2352328799,10,1,6
2352887639,10,1,6
2355843359,10,1,6
2356574639,10,1,6
2358587219,10,1,6
2358680459,10,1,6
2360158709,10,1,6
2365144079,10,1,8
2368412699,10,1,6
2369170169,10,1,6
2371050359,10,1,7
2375147669,10,1,6
2376407879,10,1,6
2379283199,10,1,6
2379315929,10,1,6
2379545219,10,1,6
2382603299,10,1,6
2383470389,10,1,6
2384977739,10,1,6
2386172609,10,1,7
2386613639,10,1,6
2388385589,10,1,7
2391302279,10,1,7
2391894299,10,1,6
2393073209,10,1,6
2394584609,10,1,6
2395610999,10,1,6
2396168609,10,1,6
2396803229,10,1,6
2397203339,10,1,6
2399542529,10,1,6
2400025739,10,1,9
2401580459,10,1,6
2401585409,10,1,6
2402243309,10,1,6
2403652739,10,1,6
2405617199,10,1,6
2406381539,10,1,6
2408257829,10,1,6
2409308939,10,1,6
2411009369,10,1,6
2413321019,10,1,6
2415003089,10,1,6
2415521639,10,1,6
2417744669,10,1,6
2418159539,10,1,6
2418185639,10,1,7
2420051069,10,1,7
2423804879,10,1,6
2428881599,10,1,6
2431110749,10,1,6
2431408979,10,1,6
2431717559,10,1,6
2432507069,10,1,6
2441540639,10,1,6
2441940269,10,1,6
2445601139,10,1,6
2446284089,10,1,6
2450001539,10,1,6
2453342429,10,1,7
2454738029,10,1,6
2462316539,10,1,8
2470914119,10,1,6
2475196079,10,1,6
2475947189,10,1,7
2475998669,10,1,6
2477361539,10,1,6
2477512679,10,1,6
2479255049,10,1,6
2482232309,10,1,6
2482277579,10,1,6
2482592999,10,1,6
2483092589,10,1,6
2483104469,10,1,6
2483238629,10,1,6
2484552359,10,1,6
2487039809,10,1,6
2487698099,10,1,6
2489668169,10,1,6
2490065489,10,1,6
2490318119,10,1,6
2493630179,10,1,6
2494456229,10,1,7
2495146919,10,1,6
2497422359,10,1,6
2497760519,10,1,6
2498352119,10,1,6
2505540209,10,1,6
2507595179,10,1,6
2508234719,10,1,6
2508327359,10,1,6
2510226269,10,1,7
2511238679,10,1,6
2515194719,10,1,6
2518115009,10,1,6
2519182409,10,1,7
2520317279,10,1,7
2520435479,10,1,6
2525012879,10,1,6
2527470329,10,1,6
2528607359,10,1,6
2533740389,10,1,6
2537370659,10,1,6
2537416859,10,1,6
2538787739,10,1,6
2539220969,10,1,6
2541481889,10,1,6
2542028999,10,1,6
2545362299,10,1,6
2545814129,10,1,6
2545879439,10,1,6
2547093149,10,1,6
2547243659,10,1,6
2547343619,10,1,6
2551272089,10,1,7
2552654369,10,1,6
2552912009,10,1,6
2555242199,10,1,6
2560814219,10,1,6
2561028419,10,1,6
2565815849,10,1,7
2565865829,10,1,6
2568168329,10,1,7
2569081379,10,1,6
2570138729,10,1,6
2570518529,10,1,6
2574420839,10,1,6
2574969599,10,1,6
2577058859,10,1,6
2577729179,10,1,6
2578922609,10,1,6
2581888979,10,1,7
2582230949,10,1,6
2592683939,10,1,6
2596222619,10,1,6
2598571799,10,1,6
2604982799,10,1,6
2605668629,10,1,7
2607060749,10,1,6
2609819249,10,1,6
2611048169,10,1,6
2611993409,10,1,6
2612627219,10,1,6
2613225869,10,1,6
2613345569,10,1,6
2613612719,10,1,6
2615772119,10,1,6
2615966429,10,1,6
2616063959,10,1,6
2620373579,10,1,6
2621770169,10,1,6
2622094619,10,1,6
2622430799,10,1,6
2626132499,10,1,7
2626788449,10,1,6
2627401649,10,1,6
2637039299,10,1,6
2638408169,10,1,6
2639039729,10,1,6
2639844569,10,1,6
2641025489,10,1,6
2642828459,10,1,6
2644101329,10,1,6
2650242389,10,1,6
2650388729,10,1,7
2651649989,10,1,6
2654398949,10,1,6
2655803369,10,1,6
2659734509,10,1,6
2660965949,10,1,6
2661819029,10,1,8
2664031319,10,1,6
2664852479,10,1,6
2668486679,10,1,6
2673169799,10,1,6
2675425559,10,1,6
2675745599,10,1,7
2677289369,10,1,6
2677692449,10,1,6
2677749209,10,1,7
2678562329,10,1,6
2679759899,10,1,6
2682539729,10,1,6
2684702309,10,1,6
2685469439,10,1,6
2685668369,10,1,6
2686629719,10,1,6
2691238799,10,1,6
2698110539,10,1,7
2698452749,10,1,7
2698684559,10,1,6
2702332229,10,1,7
2704040819,10,1,6
2704118519,10,1,6
2706586469,10,1,6
2708935529,10,1,7
2709053339,10,1,6
2711018309,10,1,7
2711290229,10,1,6
2714901179,10,1,7
2719169039,10,1,6
2721180989,10,1,6
2723588039,10,1,7
2723949359,10,1,7
2724014759,10,1,6
2725793909,10,1,6
2728317239,10,1,6
2729195039,10,1,6
2730939509,10,1,6
2734506569,10,1,6
2734894199,10,1,6
2737688669,10,1,7
2740267919,10,1,6
2740973429,10,1,6
2742349019,10,1,6
2744426879,10,1,7
2744461829,10,1,6
2745313979,10,1,6
2753347799,10,1,6
2753355359,10,1,6
2756036009,10,1,6
2759093699,10,1,6
2760320159,10,1,7
2763912689,10,1,6
2767088309,10,1,6
2767775009,10,1,6
2768274989,10,1,7
2769127349,10,1,7
2769491069,10,1,6
2771198939,10,1,6
2779265309,10,1,6
2780909429,10,1,6
2781542129,10,1,6
2782608359,10,1,6
2785843169,10,1,6
2786268629,10,1,6
2786569529,10,1,7
2787128579,10,1,6
2790452039,10,1,6
2790456659,10,1,6
2791239029,10,1,6
2791800029,10,1,6
2792899979,10,1,6
2796344189,10,1,6
2798037059,10,1,6
2800856609,10,1,6
2801794379,10,1,7
2803995149,10,1,6
2804539169,10,1,6
2805081239,10,1,6
2806019789,10,1,6
2807571059,10,1,6
2807948609,10,1,6
2808140999,10,1,6
2809731059,10,1,6
2815413899,10,1,6
2821492169,10,1,6
2826998549,10,1,6
2829323669,10,1,6
2830020779,10,1,7
2830286009,10,1,6
2834994719,10,1,6
2835259529,10,1,6
2835988349,10,1,6
2840271779,10,1,6
2841388289,10,1,6
2845468589,10,1,6
2845939319,10,1,6
2850441179,10,1,6
2865326699,10,1,6
2865449579,10,1,6
2868185609,10,1,7
2869089659,10,1,6
2873111099,10,1,6
2875939169,10,1,6
2876691929,10,1,7
2878818779,10,1,6
2878855649,10,1,6
2879239169,10,1,6
2879396909,10,1,6
2880011969,10,1,6
2883503459,10,1,6
2883697919,10,1,6
2887773419,10,1,6
2893172729,10,1,7
2893969649,10,1,6
2894380529,10,1,6
2894910149,10,1,6
2896077029,10,1,6
2899060919,10,1,7
2902031729,10,1,8
2904286949,10,1,6
2904291809,10,1,6
2910020579,10,1,6
2912791859,10,1,6
2918067989,10,1,6
2918130989,10,1,6
2921669879,10,1,6
2924370269,10,1,6
2924552909,10,1,6
2925054689,10,1,6
2925686609,10,1,6
2925804179,10,1,6
2931262469,10,1,6
2936844929,10,1,6
2945543099,10,1,6
2945607419,10,1,6
2945794919,10,1,6
2946636419,10,1,6
2948101259,10,1,6
2951281769,10,1,6
2954985389,10,1,6
2956743089,10,1,6
2957210519,10,1,6
2959076069,10,1,6
2962945949,10,1,6
2964092429,10,1,6
2964853379,10,1,6
2966476949,10,1,6
2968181789,10,1,7
2968908539,10,1,7
2970353189,10,1,6
2970621449,10,1,6
2973423269,10,1,6
2977972199,10,1,6
2979904709,10,1,6
2983240649,10,1,6
2984617739,10,1,6
2990972849,10,1,6
2991914489,10,1,6
2995453589,10,1,6
2999295809,10,1,6
2999647949,10,1,7
3004901639,10,1,6
3006437669,10,1,6
3009431129,10,1,7
3010238249,10,1,6
3013195079,10,1,6
3014443829,10,1,6
3019187579,10,1,6
3024949979,10,1,6
3026481989,10,1,6
3028310429,10,1,6
3033791339,10,1,6
3046405259,10,1,6
3047168879,10,1,6
3048783299,10,1,7
3048887519,10,1,6
3051145199,10,1,6
3056330009,10,1,6
3057624239,10,1,6
3059228069,10,1,7
3061422629,10,1,6
3061887509,10,1,6
3062342639,10,1,6
3072457079,10,1,6
3072493379,10,1,6
3074542109,10,1,6
3076594679,10,1,6
3083827619,10,1,6
3083841149,10,1,6
3086549429,10,1,6
3088835999,10,1,6
3094271819,10,1,6
3096119129,10,1,6
3097391399,10,1,6
3099913919,10,1,6
3102609179,10,1,7
3105887579,10,1,6
3107001329,10,1,6
3109463039,10,1,6
3113774129,10,1,6
3116184749,10,1,6
3119220479,10,1,6
3119384249,10,1,6
3126610169,10,1,6
3127928759,10,1,6
3128613179,10,1,6
3130205759,10,1,6
3130985219,10,1,6
3137684639,10,1,6
3143139869,10,1,6
3145101959,10,1,6
3147500099,10,1,7
3148291109,10,1,6
3148308629,10,1,6
3148980539,10,1,6
3149984819,10,1,6
3152457359,10,1,6
3155679209,10,1,6
3160104119,10,1,6
3164011619,10,1,6
3164638049,10,1,7
3168483299,10,1,6
3169967309,10,1,6
3170281379,10,1,6
3176388269,10,1,8
3177461159,10,1,6
3178201319,10,1,6
3178604729,10,1,6
3179059319,10,1,6
3184241309,10,1,6
3188172419,10,1,6
3188797589,10,1,6
3190059689,10,1,6
3191343959,10,1,6
3194502719,10,1,6
3195200999,10,1,6
3197804279,10,1,7
3198062849,10,1,6
3203037749,10,1,7
3207036779,10,1,6
3210005759,10,1,6
3212336489,10,1,6
3213140039,10,1,6
3213157049,10,1,6
3213577799,10,1,6
3217712579,10,1,6
3221403959,10,1,6
3229419659,10,1,6
3230451929,10,1,6
3231750059,10,1,6
3231884459,10,1,6
3232527899,10,1,6
3234548879,10,1,6
3238157759,10,1,6
3241158209,10,1,6
3241917719,10,1,6
3242169149,10,1,6
3247007609,10,1,6
3248439989,10,1,7
3249606089,10,1,6
3250836119,10,1,6
3251012519,10,1,6
3253021049,10,1,6
3256073069,10,1,6
3256097639,10,1,6
3256131449,10,1,6
3260212079,10,1,6
3260363399,10,1,7
3262353359,10,1,6
3264342209,10,1,6
3264485489,10,1,6
3264854429,10,1,6
3267110069,10,1,6
3274641239,10,1,6
3275129549,10,1,6
3282176039,10,1,6
3291008219,10,1,6
3294139379,10,1,6
3297163049,10,1,6
3299230199,10,1,7
3299331419,10,1,6
3299699219,10,1,6
3303034079,10,1,6
3304374659,10,1,7
3305600279,10,1,6
3306682559,10,1,6
3308070989,10,1,6
3308125679,10,1,6
3314356169,10,1,6
3314657999,10,1,6
3321558749,10,1,6
3325658909,10,1,6
3330222719,10,1,6
3332550629,10,1,6
3332951339,10,1,6
3333153959,10,1,6
3335277749,10,1,6
3346943849,10,1,6
3352446239,10,1,6
3352888499,10,1,6
3359940539,10,1,7
3362732519,10,1,6
3366141599,10,1,6
3366732779,10,1,7
3368709299,10,1,6
3369173369,10,1,6
3370365569,10,1,6
3374668469,10,1,6
3378595169,10,1,6
3379717829,10,1,6
3379764299,10,1,6
3382465529,10,1,6
3383205209,10,1,7
3385289819,10,1,6
3386106959,10,1,6
3389553179,10,1,6
3390737639,10,1,7
3391562879,10,1,6
3394984739,10,1,6
3396139949,10,1,6
3400584359,10,1,7
3401025269,10,1,6
3410339819,10,1,6
3410454059,10,1,6
3411024059,10,1,7
3413810819,10,1,6
3418360139,10,1,6
3418362929,10,1,6
3420335909,10,1,6
3420350399,10,1,6
3420878369,10,1,6
3422564399,10,1,7
3424381379,10,1,6
3427409759,10,1,6
3431103899,10,1,6
3435844829,10,1,6
3440650049,10,1,6
3446594429,10,1,6
3448278299,10,1,6
3452314529,10,1,6
3454322519,10,1,6
3463609889,10,1,6
3464223599,10,1,6
3466276529,10,1,6
3474193169,10,1,6
3476266589,10,1,6
3480570809,10,1,6
3485449949,10,1,7
3486519329,10,1,7
3489306239,10,1,6
3489951329,10,1,6
3492420749,10,1,6
3497914529,10,1,6
3501382259,10,1,6
3501838289,10,1,6
3503991509,10,1,7
3505717049,10,1,8
3507218909,10,1,6
3515039309,10,1,6
3515464769,10,1,6
3515542799,10,1,6
3518499779,10,1,6
3524054909,10,1,6
3525878579,10,1,6
3526174469,10,1,6
3526287599,10,1,6
3527057669,10,1,6
3529997879,10,1,6
3531893159,10,1,6
3533240729,10,1,7
3533243069,10,1,6
3534442979,10,1,6
3534721769,10,1,7
3534797039,10,1,6
3535079189,10,1,6
3540807269,10,1,7
3545851979,10,1,6
3547920149,10,1,6
3554395109,10,1,7
3554774369,10,1,6
3561864959,10,1,6
3565481099,10,1,6
3565695929,10,1,6
3565916729,10,1,6
3566323919,10,1,6
3572172839,10,1,6
3573525209,10,1,7
3574455779,10,1,6
3577349339,10,1,6
3579612479,10,1,6
3581235089,10,1,6
3583508459,10,1,6
3588318689,10,1,6
3594781409,10,1,6
3597081359,10,1,6
3598320389,10,1,6
3601362599,10,1,6
3601536209,10,1,6
3602714939,10,1,6
3604229159,10,1,6
3606475289,10,1,6
3612128519,10,1,6
3614725949,10,1,6
3615100829,10,1,7
3615792599,10,1,6
3620060399,10,1,7
3621659579,10,1,6
3622584929,10,1,6
3625595339,10,1,6
3626141999,10,1,6
3626219039,10,1,6
3635924879,10,1,6
3636060209,10,1,6
3636081959,10,1,6
3636411329,10,1,6
3637295339,10,1,6
3637347209,10,1,6
3643415519,10,1,6
3645855029,10,1,6
3650163509,10,1,6
3651364709,10,1,6
3652652369,10,1,6
3657319469,10,1,6
3657712169,10,1,6
3659241149,10,1,6
3660787379,10,1,6
3669339809,10,1,6
3670368599,10,1,6
3673212269,10,1,6
3674859059,10,1,6
3675405869,10,1,6
3677970869,10,1,6
3684055079,10,1,7
3687898589,10,1,6
3690141209,10,1,6
3692160119,10,1,6
3696206309,10,1,6
3701618939,10,1,6
3708301769,10,1,6
3708952889,10,1,6
3709252229,10,1,6
3712673309,10,1,6
3716027069,10,1,6
3717024149,10,1,6
3719610239,10,1,6
3724431869,10,1,6
3726641189,10,1,6
3731815649,10,1,7
3733612439,10,1,6
3738331589,10,1,6
3739773209,10,1,6
3742653779,10,1,6
3744166169,10,1,6
3744682349,10,1,6
3747416399,10,1,6
3752128889,10,1,6
3754666739,10,1,6
3756782069,10,1,6
3758247089,10,1,6
3761139029,10,1,6
3764769089,10,1,6
3765485519,10,1,6
3766097129,10,1,6
3766941779,10,1,6
3769686209,10,1,6
3770255039,10,1,6
3770991509,10,1,7
3775397729,10,1,6
3777875819,10,1,6
3780399569,10,1,6
3785596079,10,1,6
3786396989,10,1,6
3787518989,10,1,6
3791292299,10,1,6
3794379929,10,1,6
3798335309,10,1,6
3799109549,10,1,6
3800177789,10,1,6
3801387839,10,1,7
3801796529,10,1,6
3802353449,10,1,6
3804542039,10,1,6
3804734369,10,1,6
3806085119,10,1,6
3812851109,10,1,6
3815316629,10,1,6
3817891949,10,1,6
3823024949,10,1,6
3824124329,10,1,6
3825306239,10,1,6
3828282149,10,1,6
3829187399,10,1,6
3829268279,10,1,6
3837219059,10,1,6
3837939929,10,1,6
3839108639,10,1,6
3840673829,10,1,7
3841013279,10,1,6
3842608439,10,1,6
3843616349,10,1,6
3844387559,10,1,6
3847226969,10,1,6
3847718249,10,1,6
3850295129,10,1,6
3857447729,10,1,7
3858238409,10,1,6
3861307559,10,1,6
3863368499,10,1,6
3864870749,10,1,6
3865554839,10,1,6
3865779899,10,1,6
3866729309,10,1,7
3868008899,10,1,6
3869566829,10,1,6
3875872499,10,1,6
3876816089,10,1,6
3877913339,10,1,7
3878689049,10,1,6
3884015519,10,1,7
3884971199,10,1,6
3886770089,10,1,6
3887362079,10,1,7
3888130049,10,1,6
3889980929,10,1,6
3890248889,10,1,6
3892463279,10,1,6
3893726279,10,1,6
3896476079,10,1,6
3896605439,10,1,7
3917059799,10,1,6
3917507549,10,1,6
3921949679,10,1,6
3922545359,10,1,6
3928293359,10,1,6
3930185669,10,1,6
3930333509,10,1,6
3935196059,10,1,8
3935567309,10,1,6
3936757169,10,1,6
3938271509,10,1,7
3940950449,10,1,7
3943592249,10,1,6
3946054709,10,1,6
3946907759,10,1,6
3947514479,10,1,7
3950411519,10,1,6
3953928089,10,1,7
3954269279,10,1,6
3959138069,10,1,6
3959275049,10,1,6
3961980089,10,1,6
3962472779,10,1,6
3966505349,10,1,6
3970418519,10,1,6
3972345809,10,1,6
3976849529,10,1,6
3979905599,10,1,6
3981528389,10,1,6
3981895019,10,1,6
3985096859,10,1,6
3986514179,10,1,6
3987458369,10,1,6
3990398969,10,1,6
3993684749,10,1,6
3996533039,10,1,6
3997946789,10,1,6
4001567309,10,1,6
4004234579,10,1,6
4009158299,10,1,6
4013292089,10,1,6
4014154409,10,1,6
4014780509,10,1,7
4016518949,10,1,6
4018479359,10,1,6
4019065049,10,1,6
4021612349,10,1,6
4027214909,10,1,6
4028889659,10,1,6
4031634809,10,1,6
4033691639,10,1,6
4034089649,10,1,7
4038121079,10,1,6
4040562299,10,1,6
4041528509,10,1,6
4041534599,10,1,6
4042027169,10,1,6
4045454999,10,1,6
4050666569,10,1,6
4052213309,10,1,6
4053441839,10,1,6
4054674089,10,1,6
4060150469,10,1,6
4061008109,10,1,6
4063308209,10,1,6
4072131389,10,1,6
4078291229,10,1,6
4083096929,10,1,6
4083137879,10,1,7
4085992409,10,1,6
4090118069,10,1,6
4097668439,10,1,6
4101679259,10,1,6
4104855509,10,1,6
4105429019,10,1,6
4107239819,10,1,6
4116376499,10,1,6
4116408869,10,1,6
4117733099,10,1,6
4120179419,10,1,6
4120864619,10,1,6
4125874169,10,1,6
4126256399,10,1,7
4140601259,10,1,6
4141390139,10,1,6
4142505239,10,1,6
4146779999,10,1,6
4147184939,10,1,6
4148893349,10,1,6
4150101779,10,1,6
4158507719,10,1,6
4165787429,10,1,6
4166272949,10,1,7
4166709689,10,1,6
4172256359,10,1,6
4175829299,10,1,6
4177108739,10,1,6
4179616349,10,1,6
4182972149,10,1,6
4184622089,10,1,6
4186738229,10,1,6
4186776389,10,1,6
4188722099,10,1,6
4192257809,10,1,6
4192623629,10,1,6
4194051539,10,1,7
4200567779,10,1,6
4201900289,10,1,6
4204443059,10,1,6
4207859399,10,1,6
4210296179,10,1,6
4213128869,10,1,6
4215210179,10,1,6
4216392569,10,1,6
4216558919,10,1,6
4219206119,10,1,6
4219997849,10,1,6
4222648379,10,1,6
4222961819,10,1,6
4223313989,10,1,6
4226379029,10,1,6
4231383599,10,1,7
4236244079,10,1,6
4239622949,10,1,6
4242123689,10,1,6
4249194359,10,1,6
4251711599,10,1,6
4254113579,10,1,6
4254132329,10,1,6
4254607529,10,1,6
4256145479,10,1,7
4257935609,10,1,6
4258934159,10,1,6
4259213999,10,1,6
4263067769,10,1,6
4264763099,10,1,7
4267773509,10,1,6
4268313779,10,1,6
4268417099,10,1,6
4271541539,10,1,6
4273155179,10,1,6
4287466619,10,1,6
4288444379,10,1,6
4292251949,10,1,6
4294497989,10,1,6
4294918739,10,1,6
4296983549,10,1,6
4298423309,10,1,6
4311971129,10,1,6
4312334759,10,1,7
4314056759,10,1,6
4314607289,10,1,6
4314831359,10,1,6
4315453979,10,1,6
4318019369,10,1,6
4320206399,10,1,6
4320480449,10,1,6
4320558839,10,1,6
4320688349,10,1,6
4323820079,10,1,6
4331352989,10,1,7
4332233579,10,1,6
4338618629,10,1,6
4339149869,10,1,6
4339249289,10,1,6
4339324289,10,1,7
4340337899,10,1,7
4340728919,10,1,6
4341990539,10,1,6
4343423069,10,1,6
4346872199,10,1,6
4347110879,10,1,6
4350129149,10,1,6
4351074839,10,1,6
4355355029,10,1,6
4355659439,10,1,6
4358316029,10,1,8
4360765889,10,1,7
4377661859,10,1,6
4380412259,10,1,8
4385932679,10,1,6
4389420419,10,1,6
4394474459,10,1,6
4400403149,10,1,6
4403289749,10,1,6
4405339049,10,1,6
4409680139,10,1,7
4409785889,10,1,7
4412480909,10,1,6
4419535229,10,1,7
4419781589,10,1,6
4420274459,10,1,6
4420612769,10,1,7
4423071209,10,1,6
4426011179,10,1,6
4426576949,10,1,6
4428921599,10,1,6
4430472149,10,1,6
4431599099,10,1,6
4431889499,10,1,6
4436143529,10,1,6
4436621369,10,1,6
4439315129,10,1,6
4439731559,10,1,6
4444462469,10,1,6
4446799229,10,1,6
4448016929,10,1,6
4448317589,10,1,6
4452701579,10,1,6
4452807869,10,1,6
4456035719,10,1,6
4456043489,10,1,6
4456412459,10,1,6
4465932599,10,1,6
4466387729,10,1,6
4470442199,10,1,6
4471199549,10,1,6
4472524709,10,1,6
4473376049,10,1,6
4473835469,10,1,6
4473854279,10,1,6
4476174539,10,1,6
4480742369,10,1,6
4485318749,10,1,6
4487743679,10,1,6
4488606719,10,1,6
4496321009,10,1,6
4497663119,10,1,6
4504016879,10,1,6
4504507919,10,1,6
4508416799,10,1,6
4511197199,10,1,6
4511889419,10,1,6
4518350279,10,1,6
4519535129,10,1,6
4524978569,10,1,6
4533154889,10,1,6
4535047199,10,1,6
4537464209,10,1,7
4537513199,10,1,6
4539961649,10,1,6
4540109039,10,1,6
4540480229,10,1,6
4540583039,10,1,7
4540751669,10,1,6
4541231399,10,1,6
4542719669,10,1,6
4545770969,10,1,6
4546689509,10,1,6
4547643389,10,1,7
4548337259,10,1,6
4552044509,10,1,6
4556655599,10,1,6
4558188389,10,1,6
4568154749,10,1,6
4571713109,10,1,6
4576949939,10,1,6
4577107679,10,1,6
4580763389,10,1,6
4582352639,10,1,6
4584769859,10,1,6
4590534989,10,1,7
4590832049,10,1,6
4591580789,10,1,6
4591836209,10,1,6
4604345519,10,1,6
4604557649,10,1,7
4611187859,10,1,6
4612303799,10,1,6
4612756199,10,1,6
4613738609,10,1,6
4616815019,10,1,6
4623613229,10,1,6
4625866499,10,1,7
4628217179,10,1,6
4628823239,10,1,6
4633345919,10,1,6
4633624559,10,1,6
4639428929,10,1,6
4646734019,10,1,6
4649272409,10,1,6
4650046889,10,1,6
4653119459,10,1,6
4657382729,10,1,6
4659605969,10,1,7
4661547389,10,1,6
4665689009,10,1,8
4666142969,10,1,6
4666244909,10,1,6
4666984139,10,1,6
4679503649,10,1,6
4681381079,10,1,6
4682762369,10,1,6
4683785789,10,1,6
4685415569,10,1,6
4689702659,10,1,6
4694231579,10,1,6
4697023739,10,1,7
4697226119,10,1,6
4702001099,10,1,6
4702300679,10,1,6
4703311979,10,1,6
4704614669,10,1,7
4710639779,10,1,6
4716322769,10,1,6
4716632909,10,1,7
4720252109,10,1,6
4723161809,10,1,6
4724500169,10,1,6
4726243919,10,1,6
4726444169,10,1,6
4729266029,10,1,6
4730288159,10,1,7
4730399519,10,1,6
4730595959,10,1,6
4732391159,10,1,6
4733184899,10,1,6
4736315429,10,1,7
4736752409,10,1,6
4736929889,10,1,6
4742100719,10,1,6
4745103089,10,1,7
4747440779,10,1,6
4749833639,10,1,6
4751387939,10,1,6
4753544249,10,1,6
4755241619,10,1,6
4760064899,10,1,6
4761802169,10,1,7
4762969199,10,1,6
4763722289,10,1,6
4765776689,10,1,6
4768077299,10,1,6
4772345219,10,1,6
4772988989,10,1,6
4776440489,10,1,6
4776771179,10,1,6
4778543069,10,1,6
4779916439,10,1,7
4780122029,10,1,6
4782604559,10,1,6
4785063119,10,1,6
4786348439,10,1,6
4787902529,10,1,7
4795491089,10,1,6
4798834259,10,1,6
4799770229,10,1,6
4800051479,10,1,8
4800518279,10,1,6
4804991489,10,1,6
4806728369,10,1,6
4816321379,10,1,6
4820707169,10,1,7
4824383939,10,1,6
4825145159,10,1,6
4826872139,10,1,6
4836371279,10,1,6
4836662339,10,1,7
4840102139,10,1,6
4840212029,10,1,6
4840575959,10,1,6
4848399359,10,1,6
4855100759,10,1,6
4856807729,10,1,6
4860640649,10,1,6
4861647779,10,1,6
4862140169,10,1,6
4869826499,10,1,6
4872400349,10,1,6
4873152239,10,1,6
4874038349,10,1,6
4880392949,10,1,6
4881125549,10,1,7
4882747049,10,1,6
4890136529,10,1,6
4894397489,10,1,6
4896070169,10,1,6
4896991439,10,1,6
4899185279,10,1,6
4901973809,10,1,6
4903575329,10,1,6
4906684859,10,1,6
4912018829,10,1,7
4912884989,10,1,7
4913851529,10,1,6
4914246479,10,1,6
4914872849,10,1,6
4917221789,10,1,6
4924526339,10,1,6
4924633079,10,1,7
4926616529,10,1,7
4927115909,10,1,7
4927543919,10,1,6
4928536199,10,1,6
4929128909,10,1,8
4942873079,10,1,6
4945363499,10,1,6
4946075969,10,1,6
4947459719,10,1,6
4951894379,10,1,6
4952791559,10,1,6
4953237959,10,1,6
4954767509,10,1,6
4956567419,10,1,6
4957084529,10,1,7
4958722589,10,1,6
4959677249,10,1,6
4960184189,10,1,6
4961888609,10,1,6
4963819109,10,1,7
4965164579,10,1,6
4965294359,10,1,6
4968768509,10,1,6
4970511509,10,1,7
4971080909,10,1,6
4973539589,10,1,6
4986579869,10,1,6
4988794199,10,1,6
4988912459,10,1,6
4991249339,10,1,6
4999477979,10,1,6
5000985719,10,1,6
5001378449,10,1,6
5003741159,10,1,6
5006879519,10,1,6
5009143319,10,1,6
5012647049,10,1,6
5014980359,10,1,6
5018470559,10,1,6
5019933029,10,1,6
5020452539,10,1,6
5028061169,10,1,6
5030935649,10,1,7
5037957059,10,1,6
5038364819,10,1,6
5040634559,10,1,6
5043238619,10,1,6
5044371929,10,1,6
5044795559,10,1,6
5047996799,10,1,6
5048526629,10,1,6
5054082359,10,1,6
5055989759,10,1,6
5061526979,10,1,6
5061553229,10,1,6
5061651719,10,1,6
5062997669,10,1,6
5064017639,10,1,7
5072638409,10,1,6
5077227959,10,1,6
5086901159,10,1,7
5090222009,10,1,6
5095840229,10,1,7
5097165569,10,1,8
5101055699,10,1,6
5102544179,10,1,6
5104710029,10,1,7
5110703729,10,1,6
5119035569,10,1,6
5119576139,10,1,6
5124227789,10,1,6
5130713639,10,1,6
5131631699,10,1,6
5133129899,10,1,6
5133419699,10,1,6
5135181179,10,1,6
5136336659,10,1,6
5137257269,10,1,6
5137939379,10,1,6
5141083379,10,1,6
5141459159,10,1,6
5142387119,10,1,7
5142624059,10,1,6
5143624289,10,1,6
5144293289,10,1,6
5148131669,10,1,7
5150848259,10,1,6
5151121799,10,1,6
5157937679,10,1,6
